execution time
7000 8.123067140579224 59.82678008079529
8000 1.8650329113006592 31.23002529144287
9000 2.581346035003662 37.18287992477417
10000 4.098735809326172 54.475791215896606
11000 4.522541761398315 67.07702207565308
12000 5.385790824890137 73.35811400413513
13000 7.299037218093872 72.82093524932861
14000 5.981243133544922 82.38743710517883
15000 7.215756893157959 92.39504098892212
16000 7.287219047546387 94.52529096603394
17000 8.512040138244629 111.50250911712646
18000 8.38093900680542 107.63710021972656


number of patterns
7000 94805 776656
8000 14065 181267
9000 13345 180266
10000 13526 181294
11000 13200 180089
12000 14055 186092
13000 14501 190581
14000 14389 188302
15000 14245 184178
16000 13058 178724
17000 12991 181104
18000 13460 182501
