execution time
30000 0.6595311164855957 1.8163330554962158
35000 1.895251989364624 6.5840208530426025
40000 3.0714540481567383 10.151063919067383
45000 3.441398859024048 11.514980792999268
50000 4.771065950393677 14.237887859344482
55000 5.1312971115112305 14.187187194824219
60000 6.748308897018433 16.37999200820923


number of calculations
30000 6619.0 34559.0
35000 7701.0 34559.0
40000 7992.0 34559.0
45000 8612.0 34559.0
50000 10440.0 34559.0
55000 10136.0 34559.0
60000 13488.0 34559.0
